,lemat,emocje,stopien_nacechowania
135956,majestatycznie,radość;zaufanie;cieszenie się na coś oczekiwanego;,+ s
135959,malowniczo,radość;,amb
135960,malowniczo,radość;złość;,amb
135965,goło,,- s
135966,goło,,- s
135967,marnie,złość;,- s
135968,marnie,smutek;złość;wstręt;,- s
135975,blisko,radość;smutek;złość;,amb
135976,blisko,radość;cieszenie się na coś oczekiwanego;smutek;złość;strach;,amb
135977,mdławo,wstręt;,- s
135978,mdławo,smutek;złość;wstręt;,- s
135979,bladawo,smutek;złość;,- s
135980,bladawo,smutek;złość;,- s
135983,bladawo,smutek;,- s
135984,bladawo,smutek;,- s
135991,brzydko,smutek;złość;,- s
135992,brzydko,smutek;złość;,- s
135997,metodycznie,zaufanie;,+ s
135998,metodycznie,,+ s
136005,miękko,,+ s
136006,miękko,,+ s
136011,młodo,,amb
136019,modnie,,+ s
136020,modnie,radość;,+ s
136027,monotonnie,smutek;,- s
136028,monotonnie,,- s
136029,czysto,,+ s
136030,czysto,zaufanie;,+ s
136031,moralnie,,+ s
136032,moralnie,zaufanie;,+ s
136033,czarcio,radość;,amb
136034,czarcio,radość;strach;,amb
136041,eksploatatorsko,,- s
136042,eksploatatorsko,strach;,- s
136045,kosooko,smutek;złość;,- s
136049,nadaremnie,smutek;,- m
136050,nadaremnie,smutek;złość;,- s
136051,nadaremnie,smutek;złość;,- s
136052,nadmiarowo,,- s
136054,nadmiernie,,- s
136055,nadmiernie,,- s
136058,furiacko,złość;,- m
136059,furiacko,smutek;złość;strach;,- m
136061,nagląco,złość;,- s
136062,ambicjonalnie,smutek;złość;,amb
136063,ambicjonalnie,zaufanie;smutek;złość;,amb
136064,bagatelnie,radość;smutek;złość;,amb
136065,bagatelnie,smutek;złość;,amb
136066,aktywnie,radość;,+ s
136067,aktywnie,zaufanie;smutek;złość;,amb
136068,aktywnie,radość;cieszenie się na coś oczekiwanego;złość;wstręt;,amb
136069,furiacko,radość;smutek;złość;,amb
136070,furiacko,radość;smutek;złość;,amb
136071,dorodnie,radość;,+ m
136072,dorodnie,radość;,+ s
136073,dorodnie,radość;cieszenie się na coś oczekiwanego;,+ s
136074,blisko,radość;zaufanie;,+ m
136075,blisko,radość;zaufanie;,+ s
136076,blisko,zaufanie;cieszenie się na coś oczekiwanego;,+ s
136079,merkantylnie,złość;,- s
136083,należnie,zaufanie;,+ s
136084,należnie,radość;,+ s
136091,natychmiastowo,zaufanie;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;strach;,amb
136093,naukowo,zaufanie;,+ s
136095,bezbarwnie,,- s
136099,bezbronnie,smutek;złość;,- s
136100,bezbronnie,strach;,- s
136101,nałogowo,,- s
136102,nałogowo,smutek;złość;,- s
136103,bezczynnie,,- s
136104,bezczynnie,smutek;,- s
136107,burzliwie,radość;,+ s
136108,burzliwie,radość;złość;wstręt;,amb
136109,burzliwie,cieszenie się na coś oczekiwanego;złość;,amb
136110,marginalnie,,- s
136116,czysto,,+ s
136117,czysto,radość;cieszenie się na coś oczekiwanego;,+ s
136118,marginesowo,,- s
136122,dekadencko,smutek;,- s
136123,dekadencko,smutek;,- s
136124,nieaktualnie,,- s
136126,niebagatelnie,radość;smutek;złość;,amb
136127,niebagatelnie,radość;smutek;złość;,amb
136128,niebanalnie,radość;,+ s
136129,niebanalnie,radość;,+ s
136130,niebezpiecznie,strach;,- s
136131,niebezpiecznie,smutek;złość;strach;,- s
136132,gardłowo,zaufanie;strach;,amb
136133,gardłowo,zaufanie;strach;,amb
136136,niebywale,radość;smutek;złość;,amb
136137,niebywale,radość;smutek;złość;,amb
136147,niedoskonale,smutek;złość;,- s
136149,niedowierzająco,radość;smutek;złość;,amb
136152,niedrogo,,+ s
136153,niedrogo,radość;,+ s
136162,idealistycznie,,- s
136163,idealistycznie,radość;smutek;złość;,amb
136164,idealistycznie,smutek;strach;,- s
136165,nieinteresująco,smutek;wstręt;,- s
136166,nieinteresująco,,- s
136169,niejasno,,- s
136170,niejasno,smutek;złość;,- s
136177,bezprzytomnie,,- s
136178,bezprzytomnie,smutek;,- s
136179,deficytowo,,- s
136180,deficytowo,smutek;,- s
136181,deficytowo,,- s
136182,deficytowo,,- s
136183,mętnie,złość;,- s
136184,mętnie,złość;wstręt;,- s
136189,nieprzytomnie,,- s
136190,nieprzytomnie,smutek;złość;,- s
136197,galaretowato,wstręt;,- s
136198,galaretowato,wstręt;,- s
136205,finezyjnie,radość;,amb
136206,finezyjnie,radość;smutek;złość;,amb
136209,demaskatorsko,,+ s
136210,demaskatorsko,zaufanie;smutek;złość;strach;,amb
136211,demaskatorsko,cieszenie się na coś oczekiwanego;,+ s
136212,demistyfikatorsko,,+ s
136213,demistyfikatorsko,zaufanie;smutek;złość;strach;,amb
136214,demistyfikatorsko,cieszenie się na coś oczekiwanego;,+ s
136221,krzykliwie,złość;wstręt;,- s
136222,krzykliwie,złość;wstręt;,- s
136223,niezrównanie,radość;,+ s
136224,niezrównanie,radość;,+ s
136225,nadpobudliwie,zaskoczenie czymś nieprzewidywanym;,- s
136226,nadpobudliwie,smutek;złość;,- s
136229,gwałtownie,,- s
136230,gwałtownie,,amb
136231,gwałtownie,radość;cieszenie się na coś oczekiwanego;,amb
136232,bezradnie,smutek;złość;,- s
136233,bezradnie,smutek;strach;,- m
136234,bezradnie,smutek;,- s
136235,nieładnie,,- s
136236,nieładnie,smutek;złość;,- s
136243,bezrefleksyjnie,smutek;złość;,- s
136244,bezrefleksyjnie,smutek;złość;,- s
136245,nudno,smutek;wstręt;,- s
136246,nudno,,- s
136247,nudnie,smutek;wstręt;,- s
136248,nudnie,,- s
136251,chwalebnie,radość;,+ s
136252,chwalebnie,radość;,+ m
136253,chwalebnie,radość;zaufanie;cieszenie się na coś oczekiwanego;,+ s
136258,łotrzykowsko,złość;wstręt;,- s
136259,łotrzykowsko,radość;smutek;złość;,amb
136260,łotrzykowsko,radość;cieszenie się na coś oczekiwanego;smutek;złość;,amb
136261,gnuśno,,- s
136262,gnuśno,radość;smutek;złość;,amb
136263,gnuśno,cieszenie się na coś oczekiwanego;smutek;złość;wstręt;,amb
136264,obco,smutek;strach;,- s
136265,obco,smutek;wstręt;,- s
136266,gnuśnie,,- s
136267,gnuśnie,smutek;złość;,- s
136268,gnuśno,,- s
136269,gnuśno,smutek;złość;,- s
136270,bratobójczo,smutek;złość;,- m
136271,bratobójczo,smutek;złość;strach;,- m
136272,martwo,smutek;,- s
136273,martwo,smutek;złość;,- s
136274,małodusznie,złość;wstręt;,- s
136275,małodusznie,smutek;złość;wstręt;,- s
136276,chuchrowato,smutek;,- s
136277,chuchrowato,smutek;,- s
136280,lekko,radość;,+ s
136281,lekko,zaufanie;,+ s
136282,grzecznie,,- s
136283,grzecznie,smutek;,amb
136284,grzecznie,cieszenie się na coś oczekiwanego;,amb
136287,bezsennie,smutek;złość;,- m
136288,bezsennie,smutek;,- s
136289,bezsennie,smutek;złość;,- s
136290,bogato,radość;,+ s
136291,bogato,radość;,+ s
136292,ciasno,smutek;złość;,- s
136293,ciasno,smutek;,- s
136294,ciasno,smutek;złość;,- s
136295,ciasno,smutek;,- s
136296,przyciężko,,- s
136297,przyciężko,smutek;złość;,- s
136302,kontemplacyjnie,,+ s
136303,kontemplacyjnie,,+ s
136304,kontemplacyjnie,,+ s
136305,kontemplacyjnie,,+ s
136306,cicho,,- s
136307,cicho,,- s
136308,cicho,radość;,+ s
136309,cicho,radość;,+ s
136310,chwalebnie,radość;zaufanie;,+ m
136311,chwalebnie,radość;,+ m
136313,cieniutko,radość;smutek;,amb
136314,ciekawie,radość;cieszenie się na coś oczekiwanego;,+ s
136315,ciekawie,radość;cieszenie się na coś oczekiwanego;,+ s
136316,ciekawo,radość;cieszenie się na coś oczekiwanego;,+ s
136317,ciekawo,radość;cieszenie się na coś oczekiwanego;,+ s
136322,horrendalnie,,- m
136323,horrendalnie,smutek;złość;,- m
136334,miernie,złość;,- s
136335,miernie,złość;wstręt;,- s
136341,cieniście,radość;smutek;,amb
136342,energicznie,radość;,+ s
136343,energicznie,radość;złość;,amb
136344,energicznie,radość;strach;wstręt;,amb
136345,fertycznie,radość;,+ s
136346,fertycznie,radość;złość;,amb
136347,fertycznie,radość;cieszenie się na coś oczekiwanego;,+ s
136348,chimerycznie,zaskoczenie czymś nieprzewidywanym;smutek;złość;,- s
136349,chimerycznie,smutek;,- s
136350,apatycznie,smutek;,- s
136351,apatycznie,smutek;,- s
136352,dynamicznie,radość;,+ s
136353,dynamicznie,radość;złość;,amb
136354,dynamicznie,radość;cieszenie się na coś oczekiwanego;strach;wstręt;,amb
136355,chwacko,radość;,+ s
136356,chwacko,radość;,+ s
136357,kaczkowato,,- s
136358,kaczkowato,smutek;,- s
136361,dosłyszalnie,,+ s
136367,grywalnie,radość;,+ s
136368,grywalnie,radość;,+ s
136369,cienko,,- s
136370,cienko,smutek;,- s
136373,bezstresowo,radość;,+ s
136374,bezstresowo,radość;smutek;złość;,amb
136375,bezstresowo,radość;cieszenie się na coś oczekiwanego;,amb
136376,bezstresowo,radość;zaufanie;,+ s
136377,bezstresowo,radość;,+ s
136378,chudo,smutek;,- m
136379,chudo,smutek;,- s
136380,chudo,smutek;strach;,- s
136381,cierpliwie,radość;,+ s
136382,cierpliwie,,+ s
136384,każdorazowo,smutek;,amb
136391,koślawo,złość;,- s
136392,koślawo,złość;wstręt;,- s
136393,koślawo,,- s
136394,koślawo,smutek;,- s
136395,butnie,złość;,amb
136396,butnie,smutek;złość;,- s
136397,butnie,smutek;złość;wstręt;,- s
136401,dziecinnie,radość;smutek;,amb
136404,cudnie,,+ m
136405,cudnie,radość;,+ s
136406,cudnie,radość;,+ s
136411,chuligańsko,smutek;złość;wstręt;,- m
136412,chuligańsko,smutek;złość;,- s
136413,chuligańsko,smutek;złość;wstręt;,- s
136424,fasadowo,,- s
136425,fasadowo,smutek;,- s
136426,manipulatorsko,smutek;złość;wstręt;,- m
136427,manipulatorsko,złość;,- m
136430,imperatywnie,,amb
136435,incydentalnie,zaufanie;smutek;,amb
136440,martyrologicznie,smutek;złość;,- s
136441,martyrologicznie,smutek;złość;,- s
136442,aniołkowato,zaufanie;,+ s
136443,aniołkowato,zaufanie;,+ s
136444,moralizatorsko,,- s
136445,moralizatorsko,,- s
136446,kaznodziejsko,,- s
136447,kaznodziejsko,smutek;złość;,- s
136448,mentorsko,zaufanie;złość;wstręt;,amb
136450,konwulsyjnie,smutek;złość;,- s
136451,konwulsyjnie,smutek;złość;,- s
136452,niegłupio,zaufanie;,+ s
136453,niegłupio,,+ s
136455,pedagogicznie,zaufanie;,+ s
136456,jędrnie,,+ s
136457,jędrnie,radość;,+ s
136458,forsownie,,amb
136459,forsownie,smutek;złość;,- s
136460,forsownie,smutek;strach;,- s
136461,pesymistycznie,smutek;złość;,- s
136462,pesymistycznie,smutek;strach;,- m
136463,pesymistycznie,smutek;,- s
136464,interesownie,smutek;złość;,- s
136465,interesownie,smutek;złość;,- s
136466,magicznie,złość;,- s
136467,magicznie,złość;wstręt;,- s
136468,pięknie,,+ m
136469,pięknie,radość;,+ m
136470,anarchicznie,,- s
136471,anarchicznie,,- s
136472,apokaliptycznie,smutek;złość;strach;,- m
136473,apokaliptycznie,smutek;złość;strach;,- m
136474,bajecznie,radość;,+ s
136475,bajecznie,radość;,+ m
136476,bajecznie,radość;,+ m
136477,bezdennie,strach;,- s
136482,bezustannie,zaufanie;smutek;,amb
136483,ciężkawo,,- s
136484,ciężkawo,smutek;,- s
136485,ciężkawo,,- s
136486,ciężkawo,smutek;,- s
136487,cukierkowo,wstręt;,- s
136488,cukierkowo,wstręt;,- s
136489,landrynkowo,wstręt;,- s
136490,landrynkowo,wstręt;,- s
136491,czyściutko,,+ s
136492,czyściutko,,+ s
136495,feerycznie,,- s
136496,feerycznie,radość;wstręt;,amb
136497,feerycznie,radość;cieszenie się na coś oczekiwanego;,amb
136498,fantasmagorycznie,radość;,amb
136499,fantasmagorycznie,radość;,amb
136500,dziewczęco,,amb
136501,dziewczęco,,amb
136502,drobno,,+ s
136503,drobno,radość;smutek;złość;,amb
136504,drobno,radość;cieszenie się na coś oczekiwanego;,amb
136505,drobniutko,,amb
136506,drobniutko,radość;smutek;złość;,amb
136507,iluzyjnie,,- s
136508,iluzyjnie,smutek;złość;,- s
136509,jędzowato,złość;,- s
136510,jędzowato,smutek;złość;wstręt;,- s
136511,kabotyńsko,,- s
136512,kabotyńsko,złość;,- s
136513,karczemnie,złość;wstręt;,- m
136514,karczemnie,złość;wstręt;,- m
136517,krwawo,smutek;złość;wstręt;,- s
136518,krwawo,smutek;złość;,- s
136520,krwawie,smutek;złość;,- s
136521,krwawo,smutek;złość;,- s
136522,krwawo,smutek;złość;wstręt;,- m
136523,krwawo,smutek;strach;,- m
136525,krwawie,smutek;złość;,- s
136539,malutko,,amb
136541,malutko,,amb
136543,maniacko,smutek;złość;,- s
136544,maniacko,smutek;złość;wstręt;,- s
136545,mało,,amb
136546,mało,,- s
136547,mało,radość;cieszenie się na coś oczekiwanego;smutek;złość;,amb
136548,mikroskopijnie,smutek;,- s
136550,monstrualnie,,- s
136551,monstrualnie,radość;smutek;złość;,amb
136552,monstrualnie,radość;cieszenie się na coś oczekiwanego;smutek;złość;wstręt;,amb
136553,monumentalnie,zaufanie;,+ m
136554,monumentalnie,radość;,+ m
136556,mroczno,smutek;strach;wstręt;,- m
136557,mrocznie,strach;wstręt;,- m
136558,mrocznie,strach;wstręt;,- s
136559,mrocznie,smutek;strach;,- s
136560,niebiańsko,radość;,+ m
136561,niebiańsko,radość;,+ s
136562,niebiańsko,radość;cieszenie się na coś oczekiwanego;,+ m
136565,nieporównanie,radość;,+ m
136566,nieporównanie,radość;,+ s
136567,nieporównanie,radość;cieszenie się na coś oczekiwanego;,+ s
136572,nieziemsko,radość;,+ m
136573,nieziemsko,radość;,+ m
136574,kompulsywnie,strach;,- s
136575,kompulsywnie,strach;,- s
136576,kazirodczo,wstręt;,- s
136577,kazirodczo,smutek;wstręt;,- m
136578,kazirodczo,smutek;wstręt;,- s
136579,jednowymiarowo,,- s
136580,jednowymiarowo,,- s
136589,przepysznie,radość;,amb
136590,przepysznie,radość;,+ s
136591,przepysznie,radość;cieszenie się na coś oczekiwanego;,+ s
136592,rozkosznie,radość;,+ m
136593,rozkosznie,radość;,+ s
136594,rozkosznie,radość;cieszenie się na coś oczekiwanego;,+ m
136595,błogo,radość;,+ m
136596,błogo,radość;,+ s
136597,błogo,radość;cieszenie się na coś oczekiwanego;,+ s
136602,bezładnie,smutek;złość;,- s
136603,bezładnie,smutek;złość;,- s
136604,straszliwie,radość;smutek;złość;,amb
136605,straszliwie,radość;smutek;złość;,amb
136606,straszliwie,smutek;strach;,- s
136607,straszliwie,strach;wstręt;,- s
136612,upiornie,smutek;strach;,- m
136613,upiornie,smutek;złość;,- m
136616,cichuteńko,radość;,+ s
136617,cichuteńko,radość;,+ s
136618,gwarno,radość;smutek;złość;,amb
136619,gwarno,,amb
136620,gwarnie,,amb
136621,gwarnie,,amb
136622,cichutko,radość;,+ s
136623,cichutko,radość;,+ s
136624,cholerycznie,złość;,- s
136625,cholerycznie,smutek;,- s
136626,kopno,,- s
136627,kopno,wstręt;,- s
136629,analitycznie,zaufanie;,+ s
136644,matematycznie,zaufanie;,+ s
136645,matematycznie,,+ s
136650,potwornie,smutek;wstręt;,- m
136651,potwornie,smutek;złość;,- m
136654,bezszmerowo,radość;zaufanie;,+ s
136655,bezszmerowo,radość;,+ s
136668,jazgotliwie,wstręt;,- s
136669,jazgotliwie,smutek;złość;,- s
136672,jękliwie,smutek;,- s
136673,jękliwie,smutek;,- s
136678,łatwo,radość;,+ s
136679,łatwo,radość;,+ s
136686,prostacko,smutek;złość;,- s
136687,prostacko,złość;wstręt;,- s
136688,próżno,smutek;,- m
136689,próżno,smutek;,- s
136690,próżno,smutek;złość;,- s
136691,dochodowo,radość;,+ s
136692,dochodowo,zaufanie;cieszenie się na coś oczekiwanego;,+ s
136695,deklaratywnie,smutek;złość;,- s
136696,deklaratywnie,smutek;,- s
136697,gołosłownie,,- s
136698,gołosłownie,złość;,- s
136705,fantazyjnie,,amb
136706,fantazyjnie,radość;wstręt;,amb
136709,ładownie,,+ s
136710,ładownie,,+ s
136713,katowsko,smutek;złość;,- m
136714,katowsko,smutek;,- m
136717,beztreściwie,złość;,- s
136718,beztreściwie,złość;wstręt;,- s
136719,beztrosko,radość;,+ s
136720,beztrosko,radość;,+ s
136723,bezusterkowo,zaufanie;,+ s
136724,bezusterkowo,zaufanie;,+ s
136725,bezużytecznie,smutek;złość;,- s
136726,bezużytecznie,smutek;,- s
136736,afirmatywnie,radość;cieszenie się na coś oczekiwanego;,+ s
136738,gratisowo,radość;smutek;złość;,amb
136739,ludzko,,+ s
136740,ludzko,zaufanie;,+ s
136741,przystępnie,,+ s
136742,przystępnie,zaufanie;,+ s
136747,maślanie,złość;,- s
136748,maślanie,złość;wstręt;,- s
136757,przebiegle,zaufanie;smutek;złość;wstręt;,amb
136758,przebiegle,smutek;złość;,- s
136759,przebiegle,zaufanie;cieszenie się na coś oczekiwanego;złość;wstręt;,amb
136762,mistrzowsko,radość;zaufanie;,+ m
136763,mistrzowsko,radość;zaufanie;,+ m
136764,maślanie,radość;,+ s
136765,maślanie,radość;,+ s
136766,cenzorsko,smutek;złość;,- s
136767,cenzorsko,smutek;złość;,- s
136772,kolizyjnie,,- s
136773,kolizyjnie,,- s
136776,kompromisowo,,+ s
136777,kompromisowo,zaufanie;,+ s
136782,nagminnie,złość;,- s
136783,nagminnie,smutek;złość;,- s
136785,nagminnie,,- s
136788,dowcipnie,radość;,+ s
136789,dowcipnie,radość;,+ s
136794,konsumpcyjnie,złość;,- s
136795,konsumpcyjnie,złość;wstręt;,- s
136800,cudownie,radość;,+ m
136801,cudownie,radość;cieszenie się na coś oczekiwanego;,+ m
136804,koncertowo,zaufanie;smutek;złość;,amb
136805,koncertowo,radość;,+ s
136806,koncertowo,radość;cieszenie się na coś oczekiwanego;złość;wstręt;,amb
136809,kamiennie,smutek;,amb
136810,kamiennie,smutek;,amb
136813,marmurowo,zaufanie;złość;,amb
136817,hedonistycznie,,- s
136818,hedonistycznie,smutek;,- s
136821,charyzmatycznie,radość;zaufanie;,+ m
136822,charyzmatycznie,zaufanie;,+ s
136823,charyzmatycznie,radość;zaufanie;cieszenie się na coś oczekiwanego;,+ s
136826,drugoplanowo,smutek;złość;,- s
136827,drugoplanowo,smutek;złość;,- s
136832,hieratycznie,,amb
136835,karykaturalnie,radość;smutek;złość;,amb
136838,legendarnie,złość;,- s
136839,legendarnie,złość;,- s
136840,mitologicznie,złość;wstręt;,- s
136841,mitologicznie,,- s
136843,bezwietrznie,radość;smutek;złość;,amb
136844,koronkowo,radość;zaufanie;,+ s
136845,koronkowo,,+ s
136866,impulsowo,,- s
136867,impulsowo,smutek;złość;,- s
136868,rozstrzygająco,,+ s
136870,bezwładnie,smutek;złość;,- s
136871,bezwładnie,smutek;złość;,- s
136872,bezwładnie,,- s
136873,bezwładnie,,- s
136874,bezpowrotnie,smutek;,- m
136875,bezpowrotnie,radość;smutek;strach;,amb
136876,bezpowrotnie,cieszenie się na coś oczekiwanego;smutek;,amb
136877,bezsprzecznie,radość;zaufanie;smutek;złość;,amb
136878,bezsprzecznie,zaufanie;smutek;,amb
136879,dostatecznie,,+ s
136880,dostatecznie,,+ s
136881,kolosalnie,radość;smutek;złość;,amb
136882,kolosalnie,radość;smutek;złość;,amb
136885,nadmiernie,,- s
136886,nadmiernie,smutek;złość;,- s
136887,kompatybilnie,,+ s
136888,kompatybilnie,,+ s
136889,niezaprzeczalnie,radość;zaufanie;smutek;złość;,amb
136890,niezaprzeczalnie,radość;smutek;złość;,amb
136891,natrętnie,złość;,- s
136892,natrętnie,smutek;złość;,- s
136893,natrętnie,złość;,- s
136894,natrętnie,smutek;złość;,- s
136897,bukolicznie,radość;,+ s
136898,bukolicznie,radość;,+ s
136901,grafomańsko,,- s
136902,grafomańsko,smutek;wstręt;,- s
